Date,Sum,rain,maxt,mint,gmin,soil
2010-12-05,218239.823,0.0,-1.0,-6.0,-8.8,0.6
2010-12-06,206741.345,2.2,1.5,-6.0,-7.9,0.5
2010-12-07,243438.596,4.0,-0.1,-4.7,-7.2,1.0
2010-12-08,246247.076,0.0,0.5,-8.0,-8.0,0.0
2010-12-09,247286.565,1.3,3.2,-8.5,-11.0,-0.4
2010-12-10,243851.554,0.3,6.6,-5.0,-8.0,0.2
2010-12-11,233601.228,0.0,5.5,2.8,1.1,0.5
2010-12-12,221944.814,0.0,7.5,-2.0,-5.0,1.1
2010-12-13,217014.801,0.0,7.0,-1.5,-6.8,1.0
2010-12-14,236391.216,0.1,4.5,-2.2,-5.5,1.0
2010-12-15,235636.298,0.7,8.4,-2.5,-3.0,1.1
2010-12-16,238503.391,0.7,8.2,1.5,1.5,2.1
2010-12-17,236341.271,1.0,2.5,-3.2,-7.0,2.6
2010-12-18,242644.462,0.0,1.0,-7.0,-11.0,2.0
2010-12-19,239088.625,0.0,1.0,-6.4,-9.6,1.5
2010-12-20,234269.849,0.0,-2.2,-7.5,-11.0,1.0
2010-12-21,260118.211,0.0,-3.5,-8.0,-10.5,0.8
2010-12-22,271174.85,0.0,-4.0,-9.2,-12.0,0.2
2010-12-23,274086.633,0.0,-2.5,-11.7,-14.0,0.5
2010-12-24,254176.743,0.0,-6.5,-11.5,-13.9,-0.5
2010-12-25,280816.886,0.4,5.5,-14.0,-15.2,-1.5
2010-12-26,270873.588,12.0,9.0,-13.0,-13.5,0.6
2010-12-27,240925.038,11.0,9.8,5.2,4.5,0.8
2010-12-28,226933.067,0.2,13.0,7.4,3.7,1.0
2010-12-29,217643.031,0.0,10.8,8.7,7.3,2.5
2010-12-30,220149.869,0.0,10.7,6.5,2.8,3.5
2010-12-31,219638.733,0.0,8.0,6.0,0.5,3.9
2011-01-01,221597.615,1.0,7.2,3.0,2.9,3.6
